id,OCCP_NAME_G,CUST_JOB_INCM,HSHD_INFR_INCM,ACTL_FMLY_NUM,CUST_FMLY_NUM,LAST_CHLD_AGE,MATE_OCCP_NAME_G,MATE_JOB_INCM,CRDT_LOAN_CNT,MIN_CNTT_DATE,TOT_CRLN_AMT,TOT_REPY_AMT,CRLN_OVDU_RATE,CRLN_30OVDU_RATE,LT1Y_CLOD_RATE,STRT_CRDT_GRAD,LTST_CRDT_GRAD,PREM_OVDU_RATE,LT1Y_PEOD_RATE,AVG_STLN_RATE,STLN_REMN_AMT,LT1Y_STLN_AMT,LT1Y_SLOD_RATE,GDINS_MON_PREM,SVINS_MON_PREM,FMLY_GDINS_MNPREM,FMLY_SVINS_MNPREM,MAX_MON_PREM,TOT_PREM,FMLY_TOT_PREM,CNTT_LAMT_CNT,LT1Y_CTLT_CNT,AUTR_FAIL_MCNT,FYCM_PAID_AMT,FMLY_CLAM_CNT,FMLY_PLPY_CNT,AGE,SEX
6845,학생,0,5800,4,2,0,,0,0,0,0,0,0,0,0,0,0,3,10미만,0,0,0,0,190000,0,300000,0,190000,4000000,6000000,0,0,2,0,0,0,25,1
6846,자영업,4000,4000,1,1,0,,0,0,0,0,0,0,0,0,0,0,8,20미만,0,0,0,0,150000,0,150000,0,150000,3000000,3000000,0,0,1,0,0,0,35,2
6847,사무직,4100,4100,1,1,0,,0,0,0,0,0,0,0,0,0,0,7,10미만,13,0,0,0,30000,0,30000,0,340000,5000000,5000000,0,0,2,0,0,0,40,2
6848,자영업,5600,12100,4,2,24,자영업,6600,2,200204,5000000,5000000,71,2,0,0,0,9,30미만,100,80000000,18000000,60,4000000,1990000,4000000,1990000,6990000,299000000,299000000,1,1,17,17800000,12,2,45,1
6849,2차산업 종사자,3300,6800,3,1,29,,0,0,0,0,0,0,0,0,0,0,17,20미만,0,0,0,0,190000,0,190000,0,190000,22000000,22000000,0,0,1,3400000,11,0,25,2
6850,3차산업 종사자,3500,6000,1,1,0,,0,0,0,0,0,0,0,0,0,0,82,90이상,0,0,0,0,100000,0,100000,0,490000,8000000,8000000,0,0,60,0,0,0,55,2
6851,사무직,4300,4300,2,1,0,,0,0,0,0,0,0,0,0,0,0,14,20미만,0,0,0,0,190000,0,190000,0,190000,25000000,25000000,0,0,2,200000,1,0,60,2
6852,자영업,4200,5000,2,1,29,,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,190000,0,190000,0,190000,19000000,19000000,0,0,12,0,0,0,40,2
6853,3차산업 종사자,4300,7800,4,1,19,2차산업 종사자,3600,1,200109,4000000,4000000,40,1,0,0,6,32,30미만,68,2000000,0,20,50000,0,50000,0,490000,11000000,11000000,2,2,21,1800000,3,2,65,2
6854,사무직,4300,9100,3,2,19,주부,0,0,0,0,0,0,0,0,0,0,3,20미만,0,0,0,0,120000,0,260000,0,120000,20000000,43000000,0,0,2,6000000,14,1,40,2
6855,단순 노무직,4400,7400,2,1,0,,0,0,0,0,0,0,0,0,0,0,2,10미만,0,0,0,0,40000,790000,40000,790000,790000,21000000,21000000,0,0,1,0,0,0,50,1
6856,사무직,4400,4400,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,30000,30000,1000000,1000000,0,0,0,0,0,0,40,1
6857,2차산업 종사자,3200,6600,5,2,9,2차산업 종사자,3500,0,0,0,0,0,0,0,0,0,13,10미만,0,0,0,0,260000,0,990000,0,300000,7000000,30000000,0,0,4,6200000,8,0,30,1
6858,사무직,5300,7800,2,1,29,,0,1,200102,3000000,3000000,69,48,0,0,0,3,0,0,0,0,0,0,200000,0,200000,200000,2000000,2000000,0,0,0,300000,1,0,45,2
6859,주부,0,11500,4,2,24,2차산업 종사자,6300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,109000000,109000000,0,0,0,0,0,3,50,2
6860,공무원,0,11500,2,1,39,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490000,3000000,3000000,0,0,0,0,0,1,60,2
6861,주부,0,5600,2,1,0,사무직,4600,1,201503,7000000,0,8,0,10,6,6,4,20미만,100,1000000,0,20,490000,0,490000,0,490000,17000000,17000000,0,0,15,5000000,7,0,35,1
6862,주부,0,7400,2,1,0,공무원,5400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,8000000,8000000,0,0,0,0,0,1,50,1
6863,주부,0,10400,4,1,0,전문직,4300,0,0,0,0,0,0,0,0,0,22,20미만,100,36000000,36000000,20,190000,0,190000,0,260000,60000000,60000000,0,0,8,7700000,29,3,35,2
6864,사무직,2900,3200,1,1,0,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,110000,9000000,9000000,0,0,0,0,0,1,35,1
6865,사무직,5400,8500,1,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100000,0,100000,100000,22000000,22000000,0,0,1,400000,2,1,50,1
6866,학생,0,10000,4,2,0,,3400,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,60000,0,110000,0,60000,3000000,5000000,0,0,5,0,0,0,50,2
6867,주부,0,8600,4,1,29,2차산업 종사자,4600,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,40000,5000000,5000000,0,0,0,600000,4,1,50,2
6868,2차산업 종사자,5200,6400,3,2,14,주부,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000,0,390000,0,230000,24000000,38000000,0,0,0,700000,0,0,40,2
6869,2차산업 종사자,4900,10000,2,1,0,3차산업 종사자,5200,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,230000,35000000,35000000,0,0,0,200000,3,2,55,2
6870,주부,0,8200,4,2,14,사무직,6200,0,0,0,0,0,0,0,0,0,12,50미만,0,0,0,0,790000,790000,790000,990000,1490000,139000000,139000000,0,0,14,56400000,31,2,40,1
6871,사무직,6200,10200,2,1,0,주부,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,50000,5000000,5000000,0,0,0,900000,6,1,45,2
6872,예체능계 종사자,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,70,0,10000000,0,300000,340000,300000,340000,590000,51000000,51000000,0,0,0,1000000,10,0,60,1
6873,2차산업 종사자,4500,10900,4,3,34,주부,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,190000,0,110000,14000000,80000000,0,0,0,36900000,11,5,60,1
6874,3차산업 종사자,3100,8200,2,1,0,운전직,4800,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,50000,6000000,6000000,0,0,0,400000,2,1,55,2
6875,주부,0,0,2,1,4,,0,3,200010,19000000,19000000,41,4,0,4,10,10,0,0,0,0,0,140000,0,140000,0,490000,2000000,2000000,6,0,6,4200000,7,1,45,2
6876,자영업,5800,5800,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1490000,32000000,32000000,0,0,0,0,0,1,30,2
6877,전문직,4900,7400,3,1,0,,0,0,0,0,0,0,0,0,0,0,24,60미만,80,80000000,0,50,790000,0,790000,0,990000,159000000,159000000,0,0,17,8200000,27,4,35,1
6878,주부,0,9700,3,1,29,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30000,2000000,2000000,0,0,1,0,0,1,55,2
6879,단순 사무직,4000,8600,4,2,39,사무직,0,0,0,0,0,0,0,0,0,0,2,10미만,0,0,0,0,190000,0,190000,0,1190000,27000000,51000000,0,0,3,1600000,5,1,60,1
6880,주부,0,3500,4,1,4,3차산업 종사자,3500,0,0,0,0,0,0,0,0,0,15,20미만,0,0,0,0,190000,0,190000,0,190000,5000000,5000000,0,0,5,1700000,8,0,25,2
6881,전문직,3600,3600,1,1,0,,0,0,0,0,0,0,0,0,0,0,23,30미만,0,0,0,0,0,100000,0,100000,100000,7000000,7000000,0,0,4,0,0,0,45,1
6882,운전직,4200,6500,4,1,24,전문직,2500,0,0,0,0,0,0,0,0,0,16,50미만,0,0,0,0,140000,0,140000,0,140000,20000000,20000000,0,0,12,0,0,0,60,1
6883,주부,0,11200,3,1,0,학생,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4000000,4000000,0,0,0,100000,1,1,40,1
6884,단순 사무직,2700,5100,3,2,0,,0,0,0,0,0,0,0,0,0,0,8,10미만,0,0,0,0,190000,0,190000,0,190000,3000000,3000000,0,0,0,0,0,0,25,2
6885,주부,0,10800,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,30000,0,30000,1000000,1000000,0,0,0,0,0,0,35,2
6886,주부,0,6400,4,2,19,2차산업 종사자,6200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,0,190000,8000000,56000000,0,0,0,500000,2,3,40,2
6887,주부,0,6900,3,2,24,2차산업 종사자,5100,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,140000,19000000,24000000,0,0,0,600000,5,3,55,2
6888,3차산업 종사자,3900,4000,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,0,160000,0,160000,2000000,2000000,0,0,0,0,0,0,25,2
6889,자영업,0,0,2,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590000,0,590000,590000,26000000,26000000,0,0,0,0,0,0,25,2
6890,주부,0,11900,4,1,34,고소득 전문직,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,490000,0,490000,0,790000,70000000,70000000,0,0,0,0,0,2,60,1
6891,2차산업 종사자,5300,10000,3,2,14,전문직,4700,2,200210,5000000,1000000,36,0,0,0,7,44,90이상,91,21000000,1000000,50,300000,0,490000,0,990000,36000000,42000000,0,0,39,4400000,15,1,45,1
6892,3차산업 종사자,3900,5300,3,1,0,,0,0,0,0,0,0,0,0,0,0,59,60미만,67,4000000,0,30,260000,0,260000,0,990000,36000000,36000000,1,0,39,2600000,171,0,40,1
6893,주부,0,4400,3,1,19,2차산업 종사자,4400,1,201602,8000000,0,0,0,0,5,5,1,0,93,2000000,0,0,9999,0,9999,0,390000,4000000,4000000,0,0,1,0,0,0,40,2
6894,3차산업 종사자,2900,5700,2,1,0,,0,0,0,0,0,0,0,0,0,0,4,10미만,86,2000000,0,20,260000,0,260000,0,390000,14000000,14000000,0,0,8,800000,7,0,25,2
6895,자영업,4600,4600,1,1,0,,0,0,0,0,0,0,0,0,0,0,27,90미만,0,0,0,0,0,590000,0,590000,590000,31000000,31000000,0,0,16,0,0,0,30,1
6896,사무직,4300,9500,3,1,24,사무직,5200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,4000000,4000000,1,0,0,1400000,4,1,45,2
6897,학생,0,3300,3,3,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000,120000,14000000,80000000,0,0,0,22100000,0,7,35,2
6898,1차산업 종사자,4700,5500,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,7000000,7000000,0,0,0,100000,1,1,50,2
6899,사무직,4200,4200,2,1,19,,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,200000,0,200000,0,200000,14000000,14000000,0,0,1,0,0,0,50,1
6900,단순 사무직,3800,5400,1,1,0,,0,0,0,0,0,0,0,0,0,0,21,30미만,100,3000000,3000000,40,490000,390000,490000,390000,990000,11000000,11000000,0,0,8,0,0,0,40,1
6901,학생,0,4200,3,3,0,,0,0,0,0,0,0,0,0,0,0,17,90이상,100,5000000,5000000,40,90000,0,90000,0,90000,9000000,29000000,0,0,15,47700000,29,1,40,2
6902,2차산업 종사자,4600,4600,3,2,0,,0,1,201504,10000000,10000000,0,0,0,3,5,23,10미만,97,3000000,0,10,490000,0,490000,0,590000,24000000,24000000,1,1,8,0,0,0,35,2
6903,예체능계 종사자,3700,3900,2,1,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,190000,0,190000,0,190000,2000000,2000000,0,0,2,0,0,0,40,2
6904,사무직,4900,10100,4,2,0,주부,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,80000,0,50000,6000000,29000000,0,0,0,2100000,0,3,40,2
6905,자영업,5200,5200,3,2,24,주부,0,1,200207,2000000,2000000,78,48,0,0,0,10,50미만,0,0,0,0,230000,0,230000,0,230000,4000000,4000000,0,0,5,0,0,0,65,2
6906,단순 노무직,4000,8400,4,1,29,3차산업 종사자,4500,0,0,0,0,0,0,0,0,0,29,30미만,57,16000000,3000000,0,490000,0,490000,0,590000,66000000,66000000,0,0,36,3600000,14,2,50,2
6907,사무직,5400,7200,3,1,24,주부,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,50000,5000000,5000000,0,0,0,100000,4,1,50,1
6908,주부,0,4100,5,2,19,2차산업 종사자,4100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,200000,7000000,18000000,0,0,1,700000,0,4,50,2
6909,전문직,3200,8400,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,0,60000,0,60000,4000000,4000000,0,0,0,0,0,0,35,2
6910,학생,0,6300,3,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,390000,490000,390000,490000,29000000,119000000,0,0,1,2100000,0,7,30,2
6911,사무직,5700,6600,3,1,24,주부,0,0,0,0,0,0,0,0,0,0,16,20미만,0,0,0,0,30000,0,30000,0,30000,8000000,8000000,0,0,4,0,0,0,55,2
6912,공무원,2900,7600,1,1,0,,0,0,0,0,0,0,0,0,0,0,8,20미만,0,0,0,0,0,230000,0,230000,230000,6000000,6000000,0,0,2,0,0,0,45,1
6913,운전직,4000,4000,4,2,14,주부,0,0,0,0,0,0,0,0,0,0,39,90미만,0,0,0,0,190000,0,490000,0,230000,35000000,80000000,0,0,36,600000,4,1,45,1
6914,주부,0,13900,4,1,14,사무직,6200,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,590000,0,590000,0,590000,46000000,46000000,0,0,0,0,0,0,35,1
6915,공무원,3900,4500,3,1,0,,0,0,0,0,0,0,0,0,0,0,28,10미만,0,0,0,0,60000,0,60000,0,260000,23000000,23000000,1,0,14,600000,25,4,35,2
6916,공무원,5500,11200,4,2,19,공무원,5800,0,0,0,0,0,0,0,0,0,2,10미만,0,0,0,0,190000,300000,300000,490000,490000,25000000,50000000,0,0,0,400000,11,2,45,1
6917,자영업,5600,8300,3,1,29,주부,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,4000000,4000000,0,0,0,0,0,1,50,1
6918,주부,0,5600,3,1,19,운전직,4700,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,140000,0,140000,0,260000,34000000,34000000,0,0,0,400000,2,2,45,2
6919,공무원,4000,8000,2,2,0,공무원,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,0,300000,0,150000,16000000,37000000,0,0,0,2700000,0,0,35,2
6920,3차산업 종사자,3900,8400,5,1,24,3차산업 종사자,4500,0,0,0,0,0,0,0,0,0,29,90이상,100,2000000,1000000,10,0,0,0,0,390000,2000000,2000000,2,2,24,2900000,4,1,50,1
6921,자영업,4800,10000,3,1,24,사무직,4600,0,0,0,0,0,0,0,0,0,8,90이상,100,4000000,0,30,0,0,0,0,50000,6000000,6000000,0,0,9,1000000,2,1,60,2
6922,자영업,5200,5200,4,1,34,자영업,0,2,200109,12000000,12000000,0,0,0,0,0,5,0,84,1000000,4000000,0,60000,0,60000,0,990000,16000000,16000000,0,0,7,700000,4,1,60,2
6923,고소득 전문직,5700,16900,3,2,24,고소득 전문직,9900,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4000000,12000000,0,0,0,0,0,3,55,2
6924,전문직,4900,4900,3,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,4000000,4000000,1,0,0,0,0,1,40,1
6925,자영업,3900,7700,4,1,24,전문직,3900,0,0,0,0,0,0,0,0,0,3,30미만,95,2000000,2000000,0,30000,0,30000,0,230000,5000000,5000000,0,0,3,18800000,0,2,50,1
6926,단순 노무직,3500,4200,2,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,230000,27000000,27000000,0,0,0,6000000,7,4,40,2
6927,주부,0,3100,2,1,19,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,4000000,4000000,0,0,0,500000,2,1,45,2
6928,2차산업 종사자,5000,9400,3,2,14,전문직,4400,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,190000,0,490000,0,190000,27000000,66000000,0,0,0,5400000,15,6,40,2
6929,자영업,4300,7600,1,1,0,,0,1,200106,4000000,3000000,31,0,0,0,4,58,90이상,80,6000000,0,0,40000,0,40000,0,230000,12000000,12000000,1,0,59,400000,2,1,65,2
6930,2차산업 종사자,3500,8000,4,2,14,전문직,4600,0,0,0,0,0,0,0,0,0,7,10미만,80,15000000,4000000,10,150000,0,150000,0,230000,31000000,36000000,0,0,2,3200000,7,3,35,2
6931,사무직,3900,3900,1,1,0,,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,110000,14000000,14000000,0,0,0,0,0,1,40,2
6932,주부,0,7500,6,1,9,자영업,4300,1,201003,14000000,5000000,11,0,40,3,8,6,40미만,100,24000000,3000000,70,590000,0,590000,0,790000,43000000,43000000,1,0,15,500000,5,0,35,1
6933,1차산업 종사자,0,2700,1,1,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,30000,0,30000,0,160000,12000000,12000000,0,0,0,25900000,14,0,35,1
6934,주부,0,16900,4,1,0,,4900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990000,0,1990000,1990000,5000000,5000000,0,0,0,0,0,0,55,2
6935,공무원,5000,14900,4,1,19,기업/단체 임원,9900,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,60000,14000000,14000000,0,0,0,1200000,6,3,50,1
6936,단순 사무직,4700,4700,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390000,0,390000,0,390000,11000000,11000000,1,0,0,400000,2,0,35,1
6937,주부,0,4200,2,1,0,2차산업 종사자,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,40000,7000000,7000000,0,0,0,0,0,1,65,1
6938,사무직,7500,10800,2,1,0,주부,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000,0,190000,0,190000,21000000,21000000,0,0,0,0,0,0,30,1
6939,주부,0,8700,3,2,34,자영업,6400,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,340000,0,340000,0,2990000,84000000,139000000,1,0,0,14300000,12,7,50,1
6940,주부,0,5500,1,1,0,,0,0,0,0,0,0,0,0,0,0,89,90이상,0,0,0,0,30000,0,30000,0,30000,2000000,2000000,0,0,52,0,0,0,30,2
6941,학생,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,230000,0,230000,230000,12000000,12000000,0,0,7,0,0,0,65,1
6942,사무직,4200,11900,3,2,0,,0,0,0,0,0,0,0,0,0,0,24,90미만,0,0,0,0,110000,0,490000,0,110000,13000000,38000000,0,0,11,1400000,13,1,30,1
6943,,3100,5600,1,1,0,,0,0,0,0,0,0,0,0,0,0,20,30미만,0,0,0,0,260000,0,260000,0,260000,2000000,2000000,0,0,4,0,0,0,,
6944,주부,0,5500,5,1,9,자영업,4500,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,340000,100000,340000,100000,490000,15000000,15000000,1,0,0,900000,28,0,40,1
6945,전문직,3800,8400,2,1,14,,0,0,0,0,0,0,0,0,0,0,2,20미만,0,0,0,0,0,230000,0,230000,230000,11000000,11000000,0,0,1,0,0,0,30,2
6946,3차산업 종사자,0,3800,4,2,49,사무직,0,0,0,0,0,0,0,0,0,0,77,40미만,100,17000000,0,50,60000,0,60000,120000,490000,35000000,47000000,2,2,9,24500000,18,3,50,2
6947,2차산업 종사자,4800,5800,1,1,0,,0,0,0,0,0,0,0,0,0,0,74,90이상,0,0,0,0,0,60000,0,60000,60000,7000000,7000000,0,0,0,0,0,0,55,1
6948,사무직,5600,6800,4,1,19,주부,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,6000000,6000000,0,0,0,0,0,2,50,2
6949,학생,0,7200,2,1,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,60000,4000000,4000000,0,0,0,0,0,1,35,1
6950,2차산업 종사자,3600,3600,1,1,0,,0,0,0,0,0,0,0,0,0,0,6,20미만,31,1000000,1000000,0,50000,0,50000,0,590000,2000000,2000000,0,0,3,0,0,0,45,1
6951,,3900,8900,1,1,0,,0,0,0,0,0,0,0,0,0,0,7,20미만,0,0,0,0,140000,0,140000,0,140000,3000000,3000000,0,0,1,700000,1,0,30,2
6952,사무직,5900,5900,3,1,19,,0,0,0,0,0,0,0,0,0,0,8,10미만,0,0,0,0,0,40000,0,40000,60000,13000000,13000000,0,0,0,9500000,5,2,50,2
6953,,7200,12400,4,2,,,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,3000000,39000000,0,0,0,0,0,2,50,2
6954,단순 사무직,3600,5400,3,1,0,,0,0,0,0,0,0,0,0,0,0,75,90이상,0,0,0,0,60000,0,60000,0,60000,9000000,9000000,0,0,41,1500000,3,1,40,1
6955,학생,0,2500,3,2,0,,0,0,0,0,0,0,0,0,0,0,49,40미만,99,26000000,10000000,30,190000,590000,230000,590000,1990000,46000000,52000000,1,0,60,2200000,29,0,35,1
6956,주부,0,7700,5,3,29,자영업,0,2,200106,7000000,0,51,0,0,0,4,17,10미만,0,0,0,0,190000,0,490000,0,300000,24000000,62000000,0,0,0,49500000,21,2,50,1
6957,공무원,3500,4000,3,1,0,,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40000,5000000,5000000,0,0,0,700000,20,1,30,2
6958,주부,0,4800,4,2,19,사무직,4800,2,200804,9000000,9000000,0,0,0,0,0,2,0,6,0,6000000,0,60000,0,60000,0,120000,13000000,16000000,0,0,0,1200000,4,4,40,2
6959,,0,13900,2,2,0,,0,0,0,0,0,0,0,0,0,0,22,40미만,0,0,0,0,100000,0,300000,0,100000,2000000,10000000,0,0,4,700000,0,0,,
6960,사무직,4600,9100,5,1,14,3차산업 종사자,4500,0,0,0,0,0,0,0,0,0,25,20미만,0,0,0,0,130000,0,130000,0,130000,18000000,18000000,0,0,7,1700000,7,0,35,1
6961,3차산업 종사자,4000,4000,2,1,0,3차산업 종사자,0,0,0,0,0,0,0,0,0,0,76,90이상,95,2000000,2000000,20,260000,0,260000,0,590000,8000000,8000000,2,2,43,300000,1,0,50,2
6962,2차산업 종사자,3800,4000,1,1,0,,0,1,201402,19000000,19000000,7,0,0,2,3,5,0,100,0,0,0,0,0,0,0,60000,8000000,8000000,0,0,0,300000,2,1,45,1
6963,,0,6400,4,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,0,340000,0,390000,11000000,26000000,0,0,0,200000,2,0,65,2
6964,주부,0,10200,3,1,14,자영업,6000,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,110000,0,110000,0,110000,4000000,4000000,0,0,1,0,0,0,45,1
6965,전문직,4700,10100,3,1,24,사무직,5500,1,200609,3000000,3000000,0,0,0,0,0,6,0,32,2000000,0,0,0,0,0,0,140000,10000000,10000000,1,0,0,500000,4,2,50,1
6966,2차산업 종사자,5900,9100,1,1,0,,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,120000,14000000,14000000,0,0,0,200000,1,1,40,2
6967,주부,0,0,2,1,44,,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,120000,27000000,27000000,0,0,0,3500000,12,3,65,2
6968,주부,0,5300,2,2,0,2차산업 종사자,4200,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,140000,0,140000,60000,260000,30000000,42000000,1,0,0,2900000,14,6,50,2
6969,3차산업 종사자,5000,5000,1,1,0,,0,0,0,0,0,0,0,0,0,0,5,10미만,0,0,0,0,190000,0,190000,0,190000,3000000,3000000,0,0,0,0,0,0,25,2
6970,공무원,4400,4400,2,1,24,,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,230000,0,230000,0,230000,10000000,10000000,0,0,9,0,0,0,45,1
6971,2차산업 종사자,0,5200,3,2,34,3차산업 종사자,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,110000,0,590000,15000000,31000000,0,0,0,125000000,2,4,60,1
6972,운전직,5300,5300,1,1,0,,0,0,0,0,0,0,0,0,0,0,69,90이상,0,0,0,0,340000,0,340000,0,340000,8000000,8000000,0,0,20,0,0,0,45,1
6973,공무원,3200,6200,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,100000,0,100000,1000000,1000000,0,0,0,0,0,0,45,1
6974,,0,7600,3,2,,,4800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16000000,19000000,0,0,0,0,0,3,55,1
6975,공무원,4300,7800,4,1,14,단순 사무직,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000,0,190000,0,190000,7000000,7000000,0,0,0,0,0,0,40,1
6976,1차산업 종사자,4100,7300,1,1,0,,0,0,0,0,0,0,0,0,0,0,2,10미만,0,0,0,0,0,100000,0,100000,100000,4000000,4000000,0,0,0,200000,1,0,45,2
6977,사무직,3800,6300,3,2,0,,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,120000,0,120000,0,140000,9000000,11000000,0,0,0,5500000,20,1,35,1
6978,자영업,6000,12900,4,2,34,사무직,6500,2,200007,40000000,40000000,83,5,0,0,9,75,90이상,31,8000000,0,20,260000,0,260000,0,990000,52000000,64000000,2,0,60,2300000,2,3,55,2
6979,운전직,5400,10300,3,2,19,단순 사무직,4000,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,340000,0,490000,0,340000,24000000,24000000,0,0,0,0,0,0,45,1
6980,주부,0,6500,3,1,0,,0,0,0,0,0,0,0,0,0,0,4,10미만,100,3000000,2000000,20,40000,0,40000,0,70000,5000000,5000000,0,0,5,0,0,0,40,2
6981,운전직,4100,5900,2,1,0,주부,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,190000,0,190000,0,190000,6000000,6000000,0,0,1,300000,2,0,45,1
6982,사무직,4100,9000,3,2,19,3차산업 종사자,4900,0,0,0,0,0,0,0,0,0,5,30미만,0,0,0,0,80000,0,80000,0,190000,14000000,24000000,0,0,1,1100000,0,1,45,2
6983,사무직,4000,9600,5,1,19,자영업,5700,0,0,0,0,0,0,0,0,0,5,10미만,72,2000000,0,20,0,110000,0,110000,110000,6000000,6000000,0,0,1,0,0,1,40,1
6984,운전직,4900,4900,5,3,9,주부,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,190000,790000,790000,790000,1490000,41000000,99000000,0,0,0,21700000,15,0,40,2
6985,자영업,4600,5800,1,1,0,,0,5,200207,80000000,55000000,16,0,0,4,4,14,0,100,50000000,8000000,0,260000,0,260000,0,990000,60000000,60000000,0,0,0,1400000,4,3,60,2
6986,전문직,4000,4200,1,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,590000,200000,590000,790000,33000000,33000000,0,0,0,800000,3,0,50,1
